Getting Better	Getting Worse	Undecided	Staying the Same	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
6.0	77.0	7.0	10.0	rasmussen-3207	Rasmussen	2008-10-08	2008-10-10	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
9.0	88.0	1.0	2.0	gallup-4646	Gallup	2008-10-07	2008-10-09	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
6.0	78.0	7.0	9.0	rasmussen-3174	Rasmussen	2008-10-07	2008-10-09	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
8.0	90.0	1.0	1.0	gallup-4647	Gallup	2008-10-06	2008-10-08	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
6.0	78.0	6.0	9.0	rasmussen-3148	Rasmussen	2008-10-06	2008-10-08	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
8.0	89.0	1.0	2.0	gallup-4648	Gallup	2008-10-05	2008-10-07	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
8.0	79.0	5.0	9.0	rasmussen-3106	Rasmussen	2008-10-05	2008-10-07	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
9.0	88.0	1.0	2.0	gallup-4649	Gallup	2008-10-04	2008-10-06	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
7.0	79.0	5.0	9.0	rasmussen-3050	Rasmussen	2008-10-04	2008-10-06	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
11.0	86.0	1.0	2.0	gallup-4650	Gallup	2008-10-03	2008-10-05	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
10.0	83.0	2.0	5.0	usa-today-gallup-3177	USA Today/Gallup	2008-10-03	2008-10-05	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	3000	2.0	Live Phone	Nonpartisan	None
3.0	75.0	1.0	21.0	cbs-news-3046	CBS News	2008-10-03	2008-10-05	Do you think the economy is getting better, getting worse, or staying about the same?	Likely Voters	616		Live Phone	Nonpartisan	None
8.0	78.0	5.0	10.0	rasmussen-3014	Rasmussen	2008-10-03	2008-10-05	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
10.0	87.0	1.0	2.0	gallup-4651	Gallup	2008-10-02	2008-10-04	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
7.0	75.0	6.0	11.0	rasmussen-3006	Rasmussen	2008-10-02	2008-10-04	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
10.0	86.0	2.0	3.0	gallup-4652	Gallup	2008-10-01	2008-10-03	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
7.0	76.0	6.0	11.0	rasmussen-3001	Rasmussen	2008-10-01	2008-10-03	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
8.0	88.0	2.0	3.0	gallup-4653	Gallup	2008-09-30	2008-10-02	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
6.0	76.0	7.0	11.0	rasmussen-2963	Rasmussen	2008-09-30	2008-10-02	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
9.0	86.0	3.0	3.0	gallup-4654	Gallup	2008-09-29	2008-10-01	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
5.0	81.0	5.0	9.0	rasmussen-2940	Rasmussen	2008-09-29	2008-10-01	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
9.0	87.0	2.0	2.0	gallup-4655	Gallup	2008-09-28	2008-09-30	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
6.0	80.0	4.0	9.0	rasmussen-2911	Rasmussen	2008-09-28	2008-09-30	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
2.0	76.0	2.0	20.0	cbs-news-2937	CBS News	2008-09-27	2008-09-30	Do you think the economy is getting better, getting worse, or staying about the same?	Likely Voters			Live Phone	Nonpartisan	None
9.0	87.0	2.0	3.0	gallup-4656	Gallup	2008-09-27	2008-09-29	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
6.0	80.0	5.0	9.0	rasmussen-2876	Rasmussen	2008-09-27	2008-09-29	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
8.0	87.0	1.0	3.0	gallup-4657	Gallup	2008-09-26	2008-09-28	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
7.0	79.0	5.0	9.0	rasmussen-2852	Rasmussen	2008-09-26	2008-09-28	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
9.0	86.0	2.0	3.0	gallup-4658	Gallup	2008-09-25	2008-09-27	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
7.0	77.0	5.0	10.0	rasmussen-2843	Rasmussen	2008-09-25	2008-09-27	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
9.0	87.0	2.0	2.0	gallup-4659	Gallup	2008-09-24	2008-09-26	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
7.0	78.0	5.0	10.0	rasmussen-2833	Rasmussen	2008-09-24	2008-09-26	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
9.0	87.0	2.0	2.0	gallup-4660	Gallup	2008-09-23	2008-09-25	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
7.0	78.0	5.0	10.0	rasmussen-2810	Rasmussen	2008-09-23	2008-09-25	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
8.0	88.0	2.0	2.0	gallup-4661	Gallup	2008-09-22	2008-09-24	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
7.0	78.0	6.0	9.0	rasmussen-2778	Rasmussen	2008-09-22	2008-09-24	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
2.0	70.0	2.0	26.0	cbs-times-2817	CBS/Times	2008-09-21	2008-09-24	Do you think the economy is getting better, getting worse, or staying about the same?	Likely Voters			Live Phone	Nonpartisan	None
9.0	87.0	2.0	3.0	gallup-4662	Gallup	2008-09-21	2008-09-23	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
8.0	76.0	5.0	10.0	rasmussen-2744	Rasmussen	2008-09-21	2008-09-23	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
9.0	88.0	1.0	2.0	gallup-4663	Gallup	2008-09-20	2008-09-22	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
0.0	82.0	5.0	13.0	arg-2721	ARG	2008-09-20	2008-09-22	Do you think the national economy is getting better, staying the same, or getting worse?	Adults	1100	2.6	Live Phone	Nonpartisan	None
10.0	75.0	5.0	9.0	rasmussen-2715	Rasmussen	2008-09-20	2008-09-22	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
9.0	86.0	2.0	3.0	gallup-4664	Gallup	2008-09-19	2008-09-21	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
12.0	71.0	6.0	11.0	rasmussen-2682	Rasmussen	2008-09-19	2008-09-21	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
9.0	86.0	2.0	3.0	gallup-4665	Gallup	2008-09-18	2008-09-20	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
12.0	71.0	6.0	11.0	rasmussen-2672	Rasmussen	2008-09-18	2008-09-20	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
10.0	85.0	2.0	3.0	gallup-4666	Gallup	2008-09-17	2008-09-19	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
10.0	73.0	6.0	11.0	rasmussen-2653	Rasmussen	2008-09-17	2008-09-19	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
10.0	86.0	1.0	3.0	gallup-4667	Gallup	2008-09-16	2008-09-18	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
9.0	74.0	5.0	12.0	rasmussen-2620	Rasmussen	2008-09-16	2008-09-18	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
11.0	85.0	1.0	3.0	gallup-4668	Gallup	2008-09-15	2008-09-17	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
9.0	72.0	5.0	14.0	rasmussen-2558	Rasmussen	2008-09-15	2008-09-17	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
14.0	81.0	2.0	3.0	gallup-4669	Gallup	2008-09-14	2008-09-16	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
13.0	65.0	5.0	17.0	rasmussen-2619	Rasmussen	2008-09-14	2008-09-16	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
6.0	61.0	1.0	32.0	cbs-times-2557	CBS/Times	2008-09-12	2008-09-16	Do you think the economy is getting better, getting worse, or staying about the same?	Adults	1133	3.0	Live Phone	Nonpartisan	None
16.0	79.0	2.0	4.0	gallup-4670	Gallup	2008-09-13	2008-09-15	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
15.0	65.0	5.0	15.0	rasmussen-2618	Rasmussen	2008-09-13	2008-09-15	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
13.0	52.0	2.0	34.0	abc-news-4937	ABC News	2008-09-03	2008-09-15		Adults	500	4.5	Live Phone	Nonpartisan	None
17.0	77.0	1.0	5.0	gallup-4671	Gallup	2008-09-12	2008-09-14	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
16.0	63.0	6.0	15.0	rasmussen-2481	Rasmussen	2008-09-12	2008-09-14	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
16.0	77.0	2.0	5.0	gallup-4672	Gallup	2008-09-11	2008-09-13	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
17.0	64.0	6.0	14.0	rasmussen-2617	Rasmussen	2008-09-11	2008-09-13	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
16.0	77.0	2.0	5.0	gallup-4673	Gallup	2008-09-10	2008-09-12	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
17.0	64.0	4.0	15.0	rasmussen-2616	Rasmussen	2008-09-10	2008-09-12	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
16.0	76.0	3.0	5.0	gallup-4674	Gallup	2008-09-09	2008-09-11	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
17.0	63.0	4.0	16.0	rasmussen-2447	Rasmussen	2008-09-09	2008-09-11	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
17.0	74.0	2.0	7.0	gallup-4464	Gallup	2008-09-08	2008-09-11	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1007	3.0	Live Phone	Nonpartisan	None
16.0	78.0	2.0	5.0	gallup-4675	Gallup	2008-09-08	2008-09-10	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
17.0	61.0	4.0	17.0	rasmussen-2615	Rasmussen	2008-09-08	2008-09-10	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
16.0	77.0	2.0	5.0	gallup-4676	Gallup	2008-09-07	2008-09-09	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
18.0	60.0	5.0	18.0	rasmussen-2614	Rasmussen	2008-09-07	2008-09-09	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
15.0	78.0	2.0	5.0	gallup-4677	Gallup	2008-09-06	2008-09-08	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
20.0	60.0	4.0	16.0	rasmussen-2388	Rasmussen	2008-09-06	2008-09-08	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
17.0	77.0	2.0	4.0	gallup-4678	Gallup	2008-09-05	2008-09-07	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
19.0	62.0	4.0	15.0	rasmussen-2613	Rasmussen	2008-09-05	2008-09-07	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
16.0	77.0	2.0	4.0	gallup-4679	Gallup	2008-09-04	2008-09-06	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
18.0	63.0	5.0	14.0	rasmussen-2612	Rasmussen	2008-09-04	2008-09-06	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
18.0	76.0	2.0	4.0	gallup-4680	Gallup	2008-09-03	2008-09-05	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
16.0	65.0	5.0	14.0	rasmussen-2371	Rasmussen	2008-09-03	2008-09-05	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
